System,PC1,PC2
D111A,-12.900540,13.854690
D111A,-12.871760,13.143360
D111A,-12.885400,14.009330
D111A,-12.985970,13.515230
D111A,-13.424470,13.722550
D111A,-12.960540,13.136330
D111A,-12.831490,13.099400
D111A,-12.819670,12.952180
D111A,-13.156500,13.320390
D111A,-12.146190,12.488460
D111A,-12.268960,12.930450
D111A,-12.791400,12.415630
D111A,-12.774680,12.763920
D111A,-12.931530,12.026460
D111A,-12.262830,11.599130
D111A,-12.683570,12.885290
D111A,-12.601850,12.505240
D111A,-12.856540,12.936610
D111A,-12.678500,13.861070
D111A,-13.068050,13.374830
D111A,-12.458640,13.797940
D111A,-12.357490,13.204940
D111A,-12.992900,13.724940
D111A,-13.057290,12.665580
D111A,-13.705040,12.627030
D111A,-13.223950,12.899390
D111A,-13.255280,12.285140
D111A,-13.117010,13.209300
D111A,-13.345600,13.089970
D111A,-12.836290,12.158350
D111A,-13.375080,12.484400
D111A,-13.061470,11.840070
D111A,-12.556250,11.921990
D111A,-12.876680,11.983050
D111A,-13.622560,12.868810
D111A,-12.811040,12.616180
D111A,-13.402270,11.626920
D111A,-13.257130,11.304550
D111A,-13.595430,11.824800
D111A,-12.794290,11.552700
D111A,-12.553550,13.286820
D111A,-12.536560,11.484540
D111A,-12.191840,11.940580
D111A,-12.255770,12.314040
D111A,-12.618370,12.455680
D111A,-13.048190,12.973690
D111A,-12.711630,12.610030
D111A,-12.521430,12.971080
D111A,-12.567900,13.200960
D111A,-12.708340,12.837210
D111A,-12.963900,13.542930
D111A,-12.578960,13.385800
D111A,-12.640130,13.179140
D111A,-12.848010,13.243580
D111A,-12.864050,13.337660
D111A,-12.413270,13.168670
D111A,-12.413500,13.060880
D111A,-12.836470,13.523390
D111A,-13.112650,12.984700
D111A,-12.720460,11.587700
D111A,-13.242790,12.675660
D111A,-13.255910,12.819990
D111A,-13.322290,11.864830
D111A,-12.469810,13.131370
D111A,-12.977770,12.142940
D111A,-12.684820,12.027910
D111A,-12.879530,12.204110
D111A,-12.589200,11.511550
D111A,-12.961540,12.096310
D111A,-12.717260,12.605160
D111A,-12.535380,12.433670
D111A,-12.128100,11.582790
D111A,-12.351310,12.020420
D111A,-12.327690,12.102020
D111A,-12.602550,11.679160
D111A,-12.899810,12.152800
D111A,-12.712130,11.498990
D111A,-12.469660,12.570030
D111A,-12.116490,12.874080
D111A,-12.483930,13.822260
D111A,-12.522790,13.628150
D111A,-12.736190,13.641510
D111A,-12.444670,12.745890
D111A,-13.079620,13.266100
D111A,-12.694700,14.000060
D111A,-13.237810,14.520210
D111A,-13.056200,13.178350
D111A,-12.635360,13.743790
D111A,-12.854190,13.006250
D111A,-12.258580,14.073970
D111A,-12.023570,13.676750
D111A,-12.398480,14.007410
D111A,-12.607480,13.663230
D111A,-12.588920,13.431430
D111A,-12.850780,13.919360
D111A,-12.259690,13.167630
D111A,-12.688710,13.807070
D111A,-12.681680,13.459860
D111A,-12.804990,15.018340
D111A,-13.008420,13.569010
D111A,-12.388580,12.656790
D111A,-12.547470,13.858410
D111A,-12.861270,13.684660
D111A,-12.575230,13.785460
D111A,-12.841430,15.103420
D111A,-13.520820,14.333140
D111A,-12.498640,13.254450
D111A,-12.793080,11.891020
D111A,-12.823520,12.884780
D111A,-12.908920,12.874730
D111A,-13.100670,13.128460
D111A,-12.894570,13.269190
D111A,-13.365510,13.845340
D111A,-12.749980,12.695190
D111A,-12.913340,13.213560
D111A,-12.812990,13.097760
D111A,-12.736720,12.560210
D111A,-12.273680,12.547870
D111A,-13.019010,12.817690
D111A,-12.972870,13.461320
D111A,-13.101070,12.560400
D111A,-12.571190,13.151680
D111A,-12.744540,12.952610
D111A,-12.841150,13.802850
D111A,-12.721970,12.773580
D111A,-13.184130,13.519330
D111A,-12.628170,12.601350
D111A,-12.942100,12.701960
D111A,-12.904340,13.146310
D111A,-12.701310,12.418750
D111A,-12.479970,12.104110
D111A,-12.500840,12.693530
D111A,-12.806610,13.369650
D111A,-12.268570,14.151810
D111A,-13.049510,12.759050
D111A,-13.268080,12.614200
D111A,-12.781870,12.989310
D111A,-12.865220,13.379510
D111A,-12.826170,13.448690
D111A,-12.475820,14.064000
D111A,-12.962300,13.264390
D111A,-13.089920,13.057230
D111A,-12.505930,12.514680
D111A,-12.651980,13.342460
D111A,-13.188770,13.517450
D111A,-12.464880,12.873210
D111A,-12.331710,12.439120
D111A,-13.075630,13.096510
D111A,-12.751540,13.186370
D111A,-13.017990,12.644720
D111A,-12.820070,13.961650
D111A,-12.947380,12.054140
D111A,-12.913930,11.852140
D111A,-13.357530,12.192270
D111A,-13.131420,13.507490
D111A,-13.520470,13.238470
D111A,-13.127560,12.561580
D111A,-13.086570,13.344080
D111A,-13.461430,12.063390
D111A,-13.348820,13.481060
D111A,-12.927480,13.567800
D111A,-13.449950,13.421710
D111A,-12.774990,13.836990
D111A,-12.865450,12.481260
D111A,-12.833780,12.258100
D111A,-12.898130,12.902030
D111A,-12.998770,13.940360
D111A,-12.418640,11.937840
D111A,-13.150150,13.253240
D111A,-13.245870,12.859540
D111A,-12.989460,12.564170
D111A,-12.782190,13.898880
D111A,-12.654870,13.790610
D111A,-12.414460,12.469050
D111A,-12.354250,11.795720
D111A,-13.002040,12.945010
D111A,-12.920220,13.788100
D111A,-12.468610,12.477390
D111A,-12.510400,13.452480
D111A,-12.539300,13.244070
D111A,-12.350380,13.624310
D111A,-12.858760,13.860980
D111A,-12.773560,12.767520
D111A,-13.029550,13.980480
D111A,-12.975710,13.772330
D111A,-12.737260,13.599980
D111A,-12.578600,13.661020
D111A,-12.839520,13.963850
D111A,-12.635270,13.338100
D111A,-13.000390,12.817510
D111A,-12.676200,13.385600
D111A,-12.725780,14.557820
D111A,-12.727900,14.356170
D111A,-12.487230,13.718250
D111A,-13.282000,13.777990
D111A,-12.660630,13.667970
D111A,-12.406430,13.642720
D111A,-13.084820,13.582760
D111A,-12.623330,12.766770
D111A,-12.695450,14.277210
D111A,-13.038340,14.224630
D111A,-13.114810,14.228870
D111A,-13.458770,14.570800
D111A,-12.959190,13.386410
D111A,-13.203310,13.478390
D111A,-12.977340,12.028920
D111A,-12.737950,11.316590
D111A,-12.673080,12.100520
D111A,-12.674250,12.794630
D111A,-13.223090,13.629600
D111A,-12.457340,13.799180
D111A,-13.047910,12.449210
D111A,-12.242850,13.354900
D111A,-12.437220,13.815380
D111A,-12.573800,14.072510
D111A,-12.292340,14.836190
D111A,-12.695270,14.315640
D111A,-12.582790,12.888180
D111A,-12.902960,13.553730
D111A,-13.085760,13.738730
D111A,-13.287840,13.076710
D111A,-12.820890,13.625310
D111A,-12.918620,13.455650
D111A,-12.874710,13.695930
D111A,-12.883030,13.196330
D111A,-12.690620,13.136320
D111A,-12.929910,13.314690
D111A,-12.717010,13.455420
D111A,-12.764420,12.018310
D111A,-12.425830,12.651770
D111A,-13.383700,12.625630
D111A,-13.258620,12.765590
D111A,-12.947100,13.720270
D111A,-12.502440,13.323460
D111A,-13.244950,14.069020
D111A,-12.635990,12.462500
D111A,-12.725300,13.376750
D111A,-13.229720,13.592700
D111A,-13.223810,13.445620
D111A,-13.212870,12.660010
D111A,-13.589560,12.197810
D111A,-13.377750,13.753760
D111A,-12.881980,12.445110
D111A,-13.381760,12.697310
D111A,-12.857920,12.591200
D111A,-12.768940,13.158310
D111A,-13.036530,13.929970
D111A,-12.962650,13.837360
D111A,-13.133680,14.286760
D111A,-13.171380,14.408790
D111A,-12.416720,14.508810
D111A,-13.020450,13.847260
D111A,-12.597700,14.380380
D111A,-12.882840,14.392390
D111A,-12.839440,14.438860
D111A,-12.807330,14.802060
D111A,-13.317310,14.273400
D111A,-13.118500,14.254370
D111A,-13.058220,14.139310
D111A,-12.691220,13.834810
D111A,-12.551330,15.292300
D111A,-12.502620,14.596820
D111A,-12.289830,14.361070
D111A,-12.393690,13.036790
D111A,-12.523380,13.966310
D111A,-12.796780,14.599090
D111A,-12.482610,14.607330
D111A,-12.507400,14.320540
D111A,-12.732310,14.749560
D111A,-12.072850,12.491920
D111A,-12.372200,13.843660
D111A,-12.583600,14.023930
D111A,-12.683490,14.285160
D111A,-12.229450,14.360710
D111A,-12.543240,14.390790
D111A,-12.568830,15.082330
D111A,-12.802830,14.298700
D111A,-12.842460,14.703930
D111A,-12.172080,14.955180
D111A,-12.792070,15.194550
D111A,-12.941350,14.314500
D111A,-12.937510,15.046890
D111A,-12.811590,15.096450
D111A,-12.949130,15.339490
D111A,-13.087980,14.426090
D111A,-12.777050,15.204870
D111A,-12.871570,14.357170
D111A,-12.465110,14.849620
D111A,-12.449060,14.404320
D111A,-12.480000,14.384100
D111A,-12.755960,14.761100
D111A,-12.877590,15.207270
D111A,-12.626220,14.524790
D111A,-12.442110,14.942190
D111A,-11.629950,13.925320
D111A,-12.370060,13.561220
D111A,-12.906410,14.538830
D111A,-12.774390,13.463670
D111A,-12.789540,14.669270
D111A,-11.767690,12.909660
D111A,-11.950670,13.464340
D111A,-12.320620,13.652720
D111A,-12.646350,13.791840
D111A,-12.984040,14.428230
D111A,-13.009920,13.844240
D111A,-12.768980,13.365790
D111A,-12.636740,13.941380
D111A,-12.921740,14.272640
D111A,-12.534290,15.034500
D111A,-12.846940,13.894700
D111A,-13.057880,13.609450
D111A,-12.644130,14.111210
D111A,-12.122990,13.426740
D111A,-12.479260,14.146920
D111A,-12.232750,13.738150
D111A,-11.906310,13.368980
D111A,-12.117140,13.846320
D111A,-12.190150,13.692950
D111A,-12.421790,14.578670
D111A,-12.512550,13.514650
D111A,-12.315210,13.389920
D111A,-12.038440,13.411310
D111A,-11.825300,13.056100
D111A,-12.699380,13.282720
D111A,-12.503290,13.198690
D111A,-11.712480,12.631100
D111A,-12.134100,13.107760
D111A,-12.672730,13.935540
D111A,-12.681450,13.384280
D111A,-12.141200,13.993640
D111A,-12.654270,13.797680
D111A,-12.747880,14.514130
D111A,-12.429170,12.919320
D111A,-12.646490,13.810360
D111A,-12.692640,13.168090
D111A,-12.847890,13.526050
D111A,-12.689430,13.761100
D111A,-12.712320,13.074800
D111A,-12.658770,13.133690
D111A,-12.520240,13.129280
D111A,-12.351530,12.676240
D111A,-13.054520,12.496080
D111A,-12.782650,12.503560
D111A,-12.031480,12.133940
D111A,-12.718110,11.998490
D111A,-12.881990,12.215700
D111A,-12.572410,12.421140
D111A,-12.669800,12.835150
D111A,-13.126430,12.100470
D111A,-12.995600,12.665440
D111A,-13.028100,12.953570
D111A,-12.540380,12.457200
D111A,-12.927480,12.569930
D111A,-12.736230,13.192200
D111A,-12.975610,13.092120
D111A,-12.969310,12.909320
D111A,-12.960760,13.310840
D111A,-13.156870,13.862760
D111A,-12.989240,13.574280
D111A,-13.095220,13.003150
D111A,-13.137860,13.544950
D111A,-12.734640,13.437570
D111A,-13.097540,12.402670
D111A,-13.110300,13.553970
D111A,-13.005890,13.650270
D111A,-13.135970,13.563840
D111A,-13.240800,13.394980
D111A,-12.879960,13.897230
D111A,-13.406870,13.104810
D111A,-13.585260,12.587710
D111A,-13.319150,13.587450
D111A,-13.244110,12.273030
D111A,-12.811150,13.405330
D111A,-13.036700,12.730620
D111A,-12.718690,13.008160
D111A,-12.776480,12.131420
D111A,-13.185600,12.242740
D111A,-12.762100,12.519410
D111A,-13.100200,12.523010
D111A,-13.156270,13.105570
D111A,-13.198740,13.078320
D111A,-12.762830,12.541990
D111A,-13.210670,13.146140
D111A,56.277910,17.985620
D111A,-12.944830,13.099710
D111A,-13.395520,13.433870
D111A,-13.397030,12.976200
D111A,-13.651910,13.950720
D111A,-13.087650,12.218300
D111A,-13.611650,12.391810
D111A,-12.928800,12.838460
D111A,-13.398220,12.906430
D111A,-13.152900,12.811240
D111A,-13.402300,13.675550
D111A,-13.463310,13.818280
D111A,-13.886370,13.412250
D111A,52.616120,15.105780
D111A,-14.056290,14.716890
D111A,-13.786750,13.259540
D111A,-13.769140,13.689260
D111A,-13.768530,13.720050
D111A,-13.425960,13.950180
D111A,-13.363580,12.646290
D111A,-13.973270,13.798190
D111A,-13.371990,13.472550
D111A,-13.310670,13.262830
D111A,-12.610710,13.899540
D111A,-13.179220,12.685520
D111A,-12.975560,12.565470
D111A,-13.056780,11.356200
D111A,-12.616980,11.344930
D111A,-12.043940,10.849350
D111A,-12.968220,12.988100
D111A,-12.822980,12.242840
D111A,-12.682510,12.290510
D111A,-13.019660,12.629660
D111A,-13.296200,12.847850
D111A,52.935550,17.803610
D111A,57.223840,13.098330
D111A,56.708460,13.913940
D111A,58.485180,9.809610
D111A,57.625280,19.038630
D111A,-12.828480,13.084730
D111A,-12.890930,13.967640
D111A,-12.873560,13.626420
D111A,53.322360,14.997750
D111A,-12.941000,13.787520
D111A,-12.586420,14.663530
D111A,53.789250,12.335310
D111A,52.023040,14.063240
D111A,-12.778470,14.391840
D111A,-13.184600,14.789910
D111A,-13.156680,13.969620
D111A,-12.806800,13.991080
D111A,-12.589150,14.559630
D111A,-13.161740,13.903800
D111A,-13.278730,13.322550
D111A,-13.417490,14.896410
D111A,-12.924320,13.899310
D111A,-13.392560,14.469600
D111A,-13.166340,14.912280
D111A,-12.951420,14.208420
D111A,-13.221370,13.603430
D111A,-13.110040,14.769270
D111A,-13.176470,15.240040
D111A,-13.992360,16.433280
D111A,-13.347760,14.635080
D111A,-13.457610,13.777980
D111A,-13.245590,14.177160
D111A,-13.546150,14.590400
D111A,-13.003760,14.150940
D111A,-13.059600,13.645070
D111A,-13.780600,14.687850
D111A,-13.168040,13.530650
D111A,-13.505120,14.715420
D111A,-13.121070,14.055190
D111A,-13.418210,14.318210
D111A,-12.959290,13.519720
D111A,-13.367090,14.683630
D111A,-12.850820,14.161190
D111A,-13.417400,15.045960
D111A,-13.671770,15.087230
D111A,-13.274900,14.198650
D111A,-13.413880,13.327600
D111A,-13.514290,13.966810
D111A,-13.937760,15.232670
D111A,-13.942510,14.832040
D111A,-13.922880,14.234060
D111A,-13.602810,15.154980
D111A,-14.003470,15.638300
D111A,-14.104310,14.630630
D111A,-13.472540,14.045040
D111A,-13.378300,14.099650
D111A,-13.559020,15.279970
D111A,-13.741890,14.640730
D111A,-14.068120,13.366520
D111A,-13.608170,14.304870
D111A,-13.869310,13.202690
D111A,-13.761410,12.427990
D111A,-13.741390,13.110950
D111A,-13.920630,14.402990
D111A,-13.497700,13.700610
D111A,-13.379020,14.872710
D111A,-13.593190,14.009190
D111A,-13.630410,14.023300
D111A,-13.490120,13.860400
D111A,-13.444980,13.047310
D111A,-13.924610,14.165400
D111A,-13.807010,14.198130
D111A,-14.127570,14.636150
D111A,-13.959470,14.294010
D111A,-13.305790,15.679660
D111A,-12.847820,14.432050
D111A,-13.072650,14.604080
D111A,-12.453020,14.300250
D111A,-12.351050,14.598560
D111A,-12.947800,14.265790
D111A,-12.776680,13.926060
D111A,-12.658840,13.625390
D111A,-12.947510,15.116340
D111A,-12.259740,14.355430
D111A,-12.134150,13.930280
D111A,-12.655890,14.714260
D111A,-12.801600,15.268380
D111A,-12.670550,13.865760
D111A,-12.467340,14.777330
D111A,-11.800750,13.594510
D111A,-12.336660,13.664230
D111A,-12.586850,14.873200
D111A,-12.938900,15.382280
D111A,-12.823580,15.680070
D111A,-12.020420,15.702570
D111A,-11.886170,14.900740
D111A,-12.423240,14.651660
D111A,-12.200890,16.469390
D111A,-12.691200,16.343390
D111A,-12.594780,15.494610
D111A,-11.671220,15.192710
D111A,-12.462660,16.122140
D111A,-12.629310,15.232750
D111A,-11.976770,14.514120
D111A,-12.100300,15.448670
D111A,-12.258400,15.860970
D111A,-11.903620,15.639390
D111A,-11.511670,14.683940
D111A,-11.956410,14.317550
D111A,-11.567960,13.492010
D111A,-11.527460,14.765140
D111A,-11.362800,14.808040
D111A,-11.052660,14.617710
D111A,-11.975840,16.061060
D111A,-11.916910,15.619350
D111A,-11.687160,15.567670
D111A,-11.552020,16.168060
D111A,-11.765970,16.025000
D111A,-11.506960,14.978570
D111A,-11.639340,15.596300
D111A,-11.481660,14.977810
D111A,-10.968900,15.023930
D111A,-11.524540,15.424420
D111A,-11.142150,15.120910
D111A,-11.380410,14.304300
D111A,-11.930730,15.307910
D111A,-12.246370,15.478220
D111A,-11.671590,16.077300
D111A,-11.627660,15.371460
D111A,-11.807210,15.723350
T110A_D111A,-9.531590,5.851050
T110A_D111A,-8.885190,6.623760
T110A_D111A,-9.515830,4.557160
T110A_D111A,-9.273220,5.922320
T110A_D111A,-8.964000,6.957100
T110A_D111A,-8.030630,7.375630
T110A_D111A,-8.348190,7.263510
T110A_D111A,-8.579050,6.831490
T110A_D111A,-9.487010,6.238140
T110A_D111A,-8.499070,7.118780
T110A_D111A,45.330730,-1.372540
T110A_D111A,-8.147890,6.599910
T110A_D111A,-8.678710,6.440240
T110A_D111A,-9.830190,5.593830
T110A_D111A,-8.854290,5.677390
T110A_D111A,-8.530140,6.016390
T110A_D111A,-8.844270,5.150010
T110A_D111A,-8.798080,5.703080
T110A_D111A,-8.001650,6.215570
T110A_D111A,-9.265770,5.657960
T110A_D111A,-8.899210,5.124980
T110A_D111A,-8.559670,6.095280
T110A_D111A,-8.490160,6.630170
T110A_D111A,-8.855240,6.600360
T110A_D111A,-8.444540,6.675170
T110A_D111A,-6.208590,9.296340
T110A_D111A,-6.638210,8.734500
T110A_D111A,-7.452100,7.786840
T110A_D111A,-7.451570,7.211260
T110A_D111A,-6.549530,8.287020
T110A_D111A,-6.849100,8.464140
T110A_D111A,-6.528490,9.111320
T110A_D111A,-6.343420,8.805030
T110A_D111A,-8.005830,7.495580
T110A_D111A,-7.874710,7.252970
T110A_D111A,-7.895050,6.753900
T110A_D111A,-8.239960,6.548600
T110A_D111A,-7.167980,7.968990
T110A_D111A,-8.205900,7.053220
T110A_D111A,-9.028970,5.571680
T110A_D111A,-9.083210,5.663850
T110A_D111A,-8.304910,6.333430
T110A_D111A,-9.029800,5.486130
T110A_D111A,-8.441920,5.821060
T110A_D111A,-9.398670,5.943680
T110A_D111A,-9.904290,4.937760
T110A_D111A,-9.238030,5.201980
T110A_D111A,-9.834250,4.595150
T110A_D111A,-9.383960,5.457350
T110A_D111A,-9.755290,4.142960
T110A_D111A,-10.200860,4.750630
T110A_D111A,-12.240100,2.205250
T110A_D111A,-11.454330,2.739820
T110A_D111A,-11.600520,3.236590
T110A_D111A,-11.624060,2.764380
T110A_D111A,-11.003010,3.483250
T110A_D111A,-11.582990,3.381200
T110A_D111A,-10.855060,4.076610
T110A_D111A,-10.280220,4.897600
T110A_D111A,-9.977500,4.085120
T110A_D111A,-10.544330,4.366580
T110A_D111A,-9.289520,5.273090
T110A_D111A,-7.994000,6.589540
T110A_D111A,-7.342000,7.245360
T110A_D111A,-8.622850,5.223870
T110A_D111A,-8.434940,5.222860
T110A_D111A,-9.485650,4.884890
T110A_D111A,-9.115460,5.419750
T110A_D111A,-8.710800,5.508800
T110A_D111A,-10.021860,4.661040
T110A_D111A,-7.856990,6.131190
T110A_D111A,-8.555870,6.998450
T110A_D111A,-7.755490,7.144040
T110A_D111A,-8.775170,6.193850
T110A_D111A,-8.854800,5.405050
T110A_D111A,-8.381540,4.904300
T110A_D111A,-8.386470,5.064680
T110A_D111A,-7.642280,6.155380
T110A_D111A,-7.674290,5.302870
T110A_D111A,-7.882630,6.363420
T110A_D111A,-8.999280,4.964530
T110A_D111A,-7.993050,5.621780
T110A_D111A,-8.320480,5.238080
T110A_D111A,-8.486840,4.802620
T110A_D111A,-9.142410,3.917140
T110A_D111A,-9.147320,5.785600
T110A_D111A,-8.832620,5.346060
T110A_D111A,-10.135050,4.681460
T110A_D111A,-9.245640,5.305620
T110A_D111A,-8.704140,6.231690
T110A_D111A,-9.013320,5.745730
T110A_D111A,-8.693980,5.587840
T110A_D111A,-7.739230,6.616340
T110A_D111A,-6.637630,7.518480
T110A_D111A,-7.259440,6.746670
T110A_D111A,-6.604420,6.022830
T110A_D111A,-8.209400,4.446620
T110A_D111A,-8.694890,4.473090
T110A_D111A,42.780740,-22.157610
T110A_D111A,-7.107680,5.890730
T110A_D111A,42.260320,-25.097440
T110A_D111A,-8.329750,5.763840
T110A_D111A,-7.360630,5.952600
T110A_D111A,40.370860,-26.104860
T110A_D111A,40.839080,-26.263870
T110A_D111A,-8.292930,5.589200
T110A_D111A,42.177750,-25.073860
T110A_D111A,-8.248370,5.225930
T110A_D111A,-6.753260,7.524480
T110A_D111A,-8.643100,5.052620
T110A_D111A,-6.062720,6.607150
T110A_D111A,-8.741980,5.390440
T110A_D111A,-8.076910,5.304510
T110A_D111A,-8.959920,5.531820
T110A_D111A,-8.118640,6.589150
T110A_D111A,42.279300,-24.660770
T110A_D111A,-9.154600,6.579620
T110A_D111A,-9.738560,6.345340
T110A_D111A,-9.718650,5.882500
T110A_D111A,-9.986290,5.102310
T110A_D111A,-10.059390,5.040720
T110A_D111A,-10.181240,5.847810
T110A_D111A,-9.902290,5.342520
T110A_D111A,-10.562390,4.864310
T110A_D111A,-11.012190,5.195970
T110A_D111A,-10.899940,5.120190
T110A_D111A,-10.682240,5.361730
T110A_D111A,43.260040,-19.123780
T110A_D111A,-10.856930,3.423580
T110A_D111A,44.280190,-16.150690
T110A_D111A,-10.545150,4.342400
T110A_D111A,45.011660,-16.463890
T110A_D111A,-11.088940,3.410930
T110A_D111A,-9.547350,2.896360
T110A_D111A,45.112810,-21.670450
T110A_D111A,-10.082110,2.976740
T110A_D111A,-10.580360,3.803430
T110A_D111A,-11.176480,3.687320
T110A_D111A,-11.074390,2.996370
T110A_D111A,-10.802980,4.240000
T110A_D111A,-11.024570,5.472890
T110A_D111A,-10.722460,4.682190
T110A_D111A,-10.041560,6.122620
T110A_D111A,-10.917060,4.752010
T110A_D111A,44.642800,-14.515330
T110A_D111A,43.693840,-22.114260
T110A_D111A,44.125140,-19.362320
T110A_D111A,-11.174740,5.262040
T110A_D111A,-11.123490,5.408610
T110A_D111A,-9.768770,5.451860
T110A_D111A,-10.112460,4.521740
T110A_D111A,-9.487480,4.478910
T110A_D111A,-10.299580,3.963620
T110A_D111A,-11.522950,3.659360
T110A_D111A,-10.690150,4.698310
T110A_D111A,-10.867610,4.223590
T110A_D111A,-9.202660,4.985890
T110A_D111A,-10.156920,4.804610
T110A_D111A,-9.985350,4.762840
T110A_D111A,-9.933710,4.140590
T110A_D111A,-9.066780,4.941830
T110A_D111A,-10.571450,4.775950
T110A_D111A,-9.895070,4.216130
T110A_D111A,-10.587650,3.689780
T110A_D111A,-11.109720,3.011970
T110A_D111A,-11.278010,3.199230
T110A_D111A,-11.054330,3.709520
T110A_D111A,-10.495720,3.425960
T110A_D111A,-9.469870,4.757550
T110A_D111A,-9.210610,4.618760
T110A_D111A,-10.414210,4.402540
T110A_D111A,-10.914970,4.143990
T110A_D111A,-10.189320,4.544020
T110A_D111A,-10.378470,3.014900
T110A_D111A,-10.154380,3.596630
T110A_D111A,-9.159420,4.659230
T110A_D111A,-9.808510,4.110870
T110A_D111A,-9.990650,3.473810
T110A_D111A,-10.375100,3.070640
T110A_D111A,-10.521470,2.970640
T110A_D111A,-8.417720,5.609000
T110A_D111A,-8.235540,4.428170
T110A_D111A,-8.148240,5.049270
T110A_D111A,45.045120,-14.412510
T110A_D111A,45.187270,-15.671150
